,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,is_violent_recid,decile_score,v_decile_score,priors_count,start,end,event,two_year_recid,labels
1222,25,0,0,0,0,2,0,8,8,2,0,423,1,1,1
4722,41,0,0,0,1,7,1,7,3,7,1,105,1,1,1
7160,29,0,0,2,0,7,0,7,6,7,3,87,1,1,1
4813,24,0,0,0,0,2,0,6,5,2,1,261,1,1,1
1891,21,0,0,0,1,0,0,9,9,0,0,579,1,1,1
6649,31,0,0,0,0,1,0,3,1,1,34,80,1,1,0
3156,22,0,0,0,0,0,0,3,5,0,0,161,1,1,0
1321,32,0,1,2,0,17,0,10,10,17,0,84,1,1,1
296,19,0,0,0,0,1,0,5,7,1,0,472,1,1,1
2746,26,0,0,1,1,9,0,10,9,9,1,384,1,1,1
148,33,0,0,0,0,7,0,9,9,7,25,275,1,1,1
2058,58,0,0,0,0,38,0,7,2,38,0,217,1,1,1
6684,49,0,0,0,0,25,0,10,5,25,9,222,1,1,1
1987,44,0,0,1,0,11,0,8,5,11,14,83,1,1,1
2618,48,0,0,0,0,2,0,1,1,2,1,77,1,1,0
6899,29,0,0,0,0,8,1,9,6,8,1,133,1,1,1
3861,21,0,0,0,0,0,0,5,6,0,0,702,1,1,1
5960,24,0,0,0,1,3,0,8,6,3,0,17,1,1,1
3466,27,0,0,0,0,0,0,6,6,0,3,20,0,1,1
6274,22,0,0,0,2,0,0,3,5,0,6,39,1,1,0
2820,27,0,2,0,0,6,0,8,8,6,0,489,1,1,1
5072,23,0,0,0,0,0,0,6,6,0,0,93,1,1,1
2042,23,0,0,0,0,1,0,10,10,1,15,77,1,1,1
1402,27,0,0,0,0,3,1,8,6,3,0,50,1,1,1
1754,27,0,0,0,0,0,1,8,7,0,60,269,0,1,1
7026,57,0,0,0,0,28,1,10,6,28,2,8,1,1,1
3544,22,0,0,0,0,2,0,4,4,2,0,550,1,1,0
3277,27,0,0,0,0,6,0,8,9,6,34,663,1,1,1
5443,22,0,1,0,0,12,0,10,8,12,35,125,1,1,1
1394,34,0,0,2,1,19,0,10,6,19,4,276,1,1,1
1421,26,0,0,0,0,3,0,4,2,3,0,21,1,1,0
2150,37,0,0,0,0,8,0,2,3,8,1,77,1,1,0
897,28,0,0,0,0,3,0,6,3,3,1,7,1,1,1
7003,46,0,0,0,0,2,0,7,2,2,65,280,1,1,1
5058,34,0,0,0,4,11,1,8,8,11,1,107,1,1,1
3356,25,0,0,0,0,0,0,1,2,0,0,114,1,1,0
3006,21,0,0,0,1,0,0,10,9,0,34,59,1,1,1
3068,21,0,0,0,0,1,0,10,9,1,86,136,1,1,1
5536,34,0,0,0,0,0,1,8,3,0,32,134,1,1,1
1560,38,0,0,0,1,10,0,4,3,10,10,418,1,1,0
954,36,0,0,0,0,5,0,8,3,5,0,121,0,1,1
6839,33,0,0,0,0,6,0,1,1,6,0,62,1,1,0
3879,38,0,0,0,0,2,1,7,4,2,0,43,0,1,1
1825,28,0,0,0,0,8,0,8,7,8,20,113,1,1,1
2880,28,0,0,0,0,0,0,10,6,0,0,391,1,1,1
6916,27,0,0,0,0,12,0,6,4,12,0,480,1,1,1
7183,24,0,0,0,0,0,0,6,3,0,0,12,1,1,1
3591,22,0,0,0,1,0,0,8,9,0,4,50,1,1,1
695,57,0,0,0,0,20,0,7,2,20,33,167,1,1,1
3715,32,0,0,0,0,10,0,6,2,10,0,106,1,1,1
1172,27,0,0,0,0,3,1,9,6,3,2,452,1,1,1
1660,20,0,0,0,3,0,0,6,8,0,0,659,1,1,1
6736,35,0,0,0,0,0,1,8,7,0,1,90,1,1,1
117,33,0,0,12,2,28,0,8,5,28,1,83,1,1,1
3081,21,0,1,0,1,1,0,4,6,1,0,166,1,1,0
1588,54,0,0,0,0,8,0,1,1,8,0,109,1,1,0
5439,28,0,0,0,0,8,0,6,6,8,0,304,1,1,1
1830,49,0,0,0,0,14,0,7,3,14,121,174,1,1,1
65,29,0,0,0,0,4,0,9,5,4,18,69,0,1,1
6033,34,0,0,1,0,20,0,9,5,20,26,146,1,1,1
1639,31,0,0,0,0,7,0,5,2,7,0,221,1,1,1
3114,42,0,0,0,0,33,0,7,3,33,0,200,1,1,1
4992,31,0,0,0,1,11,0,7,5,11,0,149,0,1,1
4744,23,0,1,0,0,2,0,6,5,2,0,418,0,1,1
2346,24,0,0,0,1,2,0,3,4,2,2,239,1,1,0
791,32,0,0,0,1,22,1,9,10,22,0,152,1,1,1
6119,22,0,0,0,0,1,0,9,7,1,5,75,0,1,1
976,29,0,0,0,0,6,0,10,9,6,39,257,1,1,1
4460,31,0,0,0,0,6,0,9,9,6,0,34,1,1,1
7080,20,0,1,0,1,1,0,5,8,1,0,3,1,1,1
6114,20,0,1,0,0,1,0,10,10,1,186,206,1,1,1
4916,30,0,0,0,0,8,0,7,5,8,44,103,1,1,1
4779,26,0,0,0,0,20,0,10,10,20,44,48,1,1,1
808,24,0,0,0,0,1,0,1,2,1,0,136,0,1,0
2192,36,0,0,0,0,7,0,3,3,7,1,214,1,1,0
1970,59,0,0,0,0,4,0,3,1,4,0,194,1,1,0
6099,26,0,0,0,0,4,0,9,7,4,0,117,0,1,1
1829,23,0,0,0,0,2,0,8,8,2,1,154,1,1,1
5856,24,0,0,0,0,2,0,6,5,2,0,9,1,1,1
3331,27,0,0,0,0,8,1,10,9,8,0,53,1,1,1
1792,23,0,0,0,0,1,0,4,3,1,0,127,1,1,0
775,41,0,0,0,0,8,0,6,3,8,0,642,1,1,1
5798,33,0,0,2,3,11,0,8,7,11,0,52,1,1,1
609,28,0,0,0,0,5,0,7,7,5,1,33,1,1,1
2977,32,0,0,0,0,0,0,1,1,0,0,530,1,1,0
6383,21,0,0,2,0,2,1,9,8,2,0,111,1,1,1
2392,26,0,0,0,0,4,1,8,6,4,1,313,1,1,1
5579,22,0,0,0,0,0,1,7,7,0,49,308,1,1,1
4463,22,0,0,0,0,1,0,9,10,1,103,170,1,1,1
5969,20,0,1,0,0,1,0,4,6,1,0,57,1,1,0
2263,27,0,0,0,0,2,0,6,5,2,0,530,0,1,1
4861,27,0,0,0,0,3,0,4,3,3,0,221,1,1,0
1258,39,0,0,0,0,22,0,6,1,22,0,365,0,1,1
5717,20,0,0,0,1,0,1,7,8,0,0,154,1,1,1
5832,22,0,0,1,0,1,0,8,10,1,0,99,0,1,1
911,46,0,0,0,0,2,0,2,2,2,9,91,1,1,0
46,35,0,1,0,4,13,1,8,3,13,0,9,1,1,1
6776,20,0,0,0,0,0,0,6,8,0,1,337,1,1,1
3533,23,0,0,0,0,2,1,10,9,2,0,16,0,1,1
3837,39,0,2,2,1,19,0,9,7,19,179,393,1,1,1
6433,25,0,0,0,0,5,0,9,5,5,0,128,1,1,1
5142,40,0,0,0,0,8,0,6,4,8,43,459,1,1,1
2368,48,0,1,0,0,10,0,7,6,10,3,405,1,1,1
423,20,0,0,0,0,0,0,7,8,0,1,55,1,1,1
4578,61,0,0,0,0,20,0,2,1,20,30,58,1,1,0
4649,28,0,0,0,0,10,0,5,3,10,0,47,1,1,1
1659,26,0,0,0,0,0,0,2,2,0,0,662,1,1,0
1626,32,0,0,0,0,1,1,5,5,1,19,415,1,1,1
1341,33,0,0,0,0,1,0,2,2,1,2,121,1,1,0
4263,39,0,0,1,1,8,0,10,9,8,0,197,0,1,1
6640,25,0,0,0,0,5,0,8,7,5,0,395,1,1,1
6759,50,0,0,0,0,7,0,5,4,7,1,279,1,1,1
5854,27,0,0,0,0,1,1,4,5,1,0,169,0,1,0
1495,32,0,0,0,0,1,0,2,2,1,0,71,1,1,0
1320,26,0,0,0,0,0,0,4,3,0,0,94,0,1,0
4849,21,0,0,0,0,0,1,9,9,0,1,251,1,1,1
868,39,0,0,0,0,13,1,8,6,13,1,127,0,1,1
4816,25,0,0,0,1,1,0,6,5,1,0,39,1,1,1
2307,26,0,0,0,0,5,1,7,6,5,6,64,1,1,1
6377,21,0,0,0,0,0,0,4,7,0,3,10,1,1,0
11,23,0,0,0,0,3,0,6,4,3,4,128,1,1,1
6355,28,0,0,0,0,0,1,3,3,0,1,374,1,1,0
6318,26,0,0,2,2,27,0,9,10,27,9,48,0,1,1
4679,22,0,0,0,0,0,0,8,9,0,0,379,1,1,1
7148,21,0,0,0,0,0,1,7,7,0,0,50,1,1,1
84,25,0,1,6,1,14,1,10,10,14,6,100,1,1,1
4220,24,0,0,0,0,1,0,5,7,1,1,409,1,1,1
6475,52,0,0,0,0,0,1,6,4,0,3,52,1,1,1
1899,33,0,0,0,0,14,0,8,5,14,1,160,0,1,1
5573,47,0,0,0,0,7,0,9,2,7,0,180,1,1,1
76,22,0,0,0,0,1,0,3,3,1,17,256,0,1,0
1903,52,0,0,0,0,21,0,7,1,21,0,123,0,1,1
1525,20,0,2,0,0,2,0,9,7,2,0,129,0,1,1
183,22,0,0,0,0,1,0,5,5,1,0,200,1,1,1
4713,21,0,0,0,0,1,0,6,6,1,1,205,1,1,1
2284,21,0,1,0,0,4,0,10,9,4,0,122,1,1,1
1964,48,0,0,0,0,5,0,9,2,5,464,550,0,1,1
461,55,0,0,0,0,5,0,3,1,5,0,7,1,1,0
3995,20,0,0,0,1,1,0,9,8,1,0,4,1,1,1
691,33,0,0,0,0,3,0,2,1,3,1,67,1,1,0
145,32,0,0,0,0,11,1,6,5,11,0,24,1,1,1
1935,25,0,0,0,0,1,0,3,4,1,0,52,1,1,0
941,30,0,0,0,0,1,0,5,3,1,1,317,1,1,1
5077,34,0,2,0,0,8,0,9,7,8,2,21,1,1,1
1467,31,0,3,0,0,6,1,10,6,6,30,175,1,1,1
2857,20,0,0,1,2,1,0,5,8,1,0,59,1,1,1
2214,29,0,0,0,0,1,0,2,2,1,0,181,0,1,0
6362,26,0,0,0,0,2,0,4,3,2,0,78,1,1,0
5174,51,0,0,0,0,8,0,1,1,8,2,484,1,1,0
6654,31,0,0,0,0,11,0,7,7,11,1,265,0,1,1
6373,39,0,0,0,0,0,0,5,2,0,58,237,0,1,1
5300,20,0,0,0,0,0,1,7,9,0,1,301,1,1,1
3959,29,0,0,0,0,0,0,9,10,0,1,72,1,1,1
2103,25,0,0,0,0,0,0,7,3,0,1,158,1,1,1
6097,29,0,0,0,0,10,0,6,6,10,1,293,1,1,1
307,23,0,0,0,1,4,0,8,5,4,0,246,1,1,1
2129,55,0,0,0,0,21,0,6,5,21,85,101,1,1,1
6105,20,0,0,0,1,0,0,5,6,0,0,274,1,1,1
710,23,0,0,0,0,0,0,5,4,0,0,425,1,1,1
1228,24,0,0,0,0,2,0,5,5,2,0,72,1,1,1
3752,39,0,0,2,0,22,1,10,3,22,3,21,1,1,1
38,34,0,2,1,3,21,0,9,6,21,33,514,1,1,1
2076,25,0,2,0,0,4,0,10,7,4,85,132,0,1,1
7062,36,0,0,0,0,9,0,7,7,9,0,49,1,1,1
5469,21,0,0,0,0,1,0,10,10,1,1,148,1,1,1
5131,27,0,0,5,1,27,1,10,9,27,0,79,0,1,1
5146,21,0,0,0,0,0,0,3,5,0,0,43,1,1,0
555,21,0,0,2,0,3,1,5,6,3,0,436,1,1,1
5393,29,0,0,0,0,3,0,3,4,3,0,389,1,1,0
2576,43,0,0,0,0,6,0,10,5,6,1,390,1,1,1
1409,21,0,0,0,0,1,0,3,4,1,0,260,1,1,0
1992,42,0,0,0,0,0,0,10,6,0,34,91,1,1,1
918,32,0,0,0,0,19,1,10,10,19,14,140,1,1,1
599,59,0,0,0,0,17,0,5,2,17,0,159,1,1,1
6106,56,0,0,0,0,22,0,9,5,22,70,98,1,1,1
3639,51,0,0,0,0,0,0,4,1,0,29,73,1,1,0
1116,33,0,0,0,0,4,1,5,6,4,1,65,1,1,1
6956,47,0,0,0,0,3,0,5,6,3,7,83,1,1,1
1983,22,0,0,0,1,1,0,7,8,1,1,603,1,1,1
4101,42,0,0,0,0,17,0,7,4,17,51,389,1,1,1
2864,21,0,0,0,0,1,0,9,8,1,0,10,0,1,1
6126,34,0,0,0,0,0,1,1,1,0,0,199,1,1,0
1642,21,0,0,0,0,1,1,5,8,1,0,4,1,1,1
5430,29,0,0,1,0,11,0,9,5,11,22,283,1,1,1
2526,26,0,0,0,0,5,0,8,9,5,35,165,1,1,1
2695,36,0,0,0,0,1,0,2,4,1,0,41,1,1,0
158,26,0,0,0,0,2,0,4,4,2,0,229,1,1,0
6194,36,0,0,2,0,17,0,8,5,17,14,167,1,1,1
4892,36,0,0,0,0,13,0,9,5,13,1,261,1,1,1
29,26,0,0,0,1,5,0,7,7,5,0,391,0,1,1
3033,28,0,1,0,0,7,1,10,7,7,0,130,0,1,1
2245,27,0,0,0,0,7,0,5,5,7,9,46,0,1,1
2401,58,0,0,0,0,16,0,6,3,16,67,68,1,1,1
5829,40,0,0,0,0,0,1,10,9,0,4,83,1,1,1
4420,25,0,0,1,0,3,0,10,9,3,80,108,0,1,1
2848,37,0,0,0,0,1,0,7,3,1,0,414,1,1,1
205,26,0,0,0,0,2,0,10,8,2,0,379,1,1,1
4162,54,0,0,0,0,3,0,6,3,3,1,67,1,1,1
585,24,0,1,0,0,10,0,10,5,10,0,75,1,1,1
7102,27,0,0,0,1,3,0,6,5,3,2,332,1,1,1
2268,45,0,0,0,0,15,0,3,1,15,0,143,1,1,0
5114,33,0,0,0,0,7,0,6,2,7,0,209,1,1,1
7009,29,0,0,1,0,7,0,7,4,7,2,11,0,1,1
6803,23,0,0,0,0,0,0,4,4,0,0,389,0,1,0
7040,35,0,0,0,1,5,1,7,3,5,6,110,1,1,1
196,23,0,0,0,0,0,1,3,4,0,0,320,1,1,0
3702,32,0,0,0,0,7,1,9,9,7,37,154,1,1,1
4911,36,0,0,0,0,4,0,6,2,4,0,87,1,1,1
4654,55,0,0,0,0,10,1,7,4,10,3,25,1,1,1
6462,54,0,0,0,0,4,0,3,1,4,2,3,1,1,0
6563,24,0,0,0,0,2,0,6,4,2,57,480,1,1,1
2504,26,0,0,0,0,1,0,5,5,1,22,225,1,1,1
2119,29,0,0,0,1,11,0,10,7,11,0,705,1,1,1
6460,21,0,0,2,2,2,0,10,7,2,0,58,0,1,1
4723,30,0,0,0,0,7,0,3,2,7,0,100,1,1,0
5850,35,0,0,0,0,7,0,2,1,7,1,67,1,1,0
4027,55,0,0,0,0,5,1,4,1,5,3,29,1,1,0
2411,37,0,0,0,0,9,1,6,9,9,1,248,1,1,1
3720,32,0,0,0,0,6,0,5,4,6,1,301,0,1,1
1822,21,0,0,0,0,3,0,7,6,3,3,76,0,1,1
5413,20,0,4,2,1,6,0,10,10,6,0,77,0,1,1
4346,43,0,0,0,0,0,0,5,4,0,1,313,1,1,1
4812,26,0,0,1,0,24,1,10,7,24,0,223,0,1,1
3936,23,0,0,0,0,0,0,5,5,0,1,340,1,1,1
1272,24,0,0,0,0,0,0,3,4,0,0,5,1,1,0
2260,29,0,0,0,0,11,0,8,7,11,0,551,1,1,1
1328,26,0,0,0,0,6,0,5,4,6,0,250,1,1,1
6158,32,0,0,0,0,4,0,4,2,4,45,252,1,1,0
430,57,0,0,0,0,1,0,5,6,1,25,59,1,1,1
1004,35,0,0,1,0,17,1,7,2,17,1,39,0,1,1
6903,27,0,0,0,1,5,0,5,3,5,5,470,1,1,1
769,27,0,0,0,0,4,1,9,7,4,0,216,1,1,1
6478,56,0,0,0,0,4,1,3,1,4,0,165,1,1,0
6254,25,0,0,0,1,1,0,5,4,1,1,120,0,1,1
78,26,0,0,0,0,1,1,4,3,1,1,11,1,1,0
6130,48,0,0,0,0,5,0,4,3,5,0,22,1,1,0
5953,34,0,0,0,0,12,0,9,5,12,11,180,0,1,1
3015,20,0,0,1,1,1,0,10,8,1,4,135,1,1,1
6243,35,0,0,0,0,6,1,8,5,6,1,187,1,1,1
2420,41,0,0,0,0,8,0,2,4,8,0,463,1,1,0
637,58,0,0,0,0,4,1,2,1,4,0,130,1,1,0
1173,32,0,0,0,0,4,1,7,6,4,0,302,1,1,1
4789,41,0,1,1,0,24,1,10,3,24,0,12,0,1,1
1729,51,0,0,0,0,0,1,2,1,0,1,6,0,1,0
3344,31,0,0,0,0,3,1,3,2,3,15,224,1,1,0
2718,21,0,0,0,0,1,0,5,5,1,0,222,0,1,1
4607,25,0,0,1,0,10,0,9,6,10,0,410,1,1,1
949,27,0,0,0,0,10,0,6,8,10,0,337,1,1,1
2752,31,0,0,0,0,0,1,6,4,0,0,356,1,1,1
6561,21,0,0,0,0,0,0,9,10,0,1,175,1,1,1
4318,21,0,0,1,0,1,1,9,8,1,0,374,1,1,1
6917,26,0,0,0,0,8,0,9,6,8,0,230,1,1,1
1248,22,0,0,0,0,1,0,3,5,1,0,350,1,1,0
2958,22,0,0,0,1,0,0,8,8,0,0,338,1,1,1
6214,37,0,0,0,0,16,1,8,3,16,1,64,0,1,1
155,32,0,0,0,0,4,1,10,9,4,0,395,1,1,1
5341,23,0,0,0,1,1,0,5,4,1,6,465,1,1,1
5640,59,0,0,0,0,9,0,9,4,9,0,30,0,1,1
5830,22,0,0,0,0,2,1,9,8,2,54,126,0,1,1
20,64,0,0,0,0,13,0,6,3,13,0,1,1,1,1
5562,28,0,0,0,0,7,0,10,7,7,0,185,1,1,1
626,24,0,0,0,0,4,1,10,9,4,0,370,0,1,1
1475,23,0,0,0,0,0,0,3,4,0,1,12,1,1,0
4059,27,0,0,0,0,3,0,9,7,3,7,698,1,1,1
828,35,0,0,0,0,13,0,8,7,13,4,192,1,1,1
6428,25,0,1,1,0,2,0,7,6,2,49,172,1,1,1
4934,23,0,0,0,1,1,0,9,8,1,0,604,1,1,1
5445,28,0,0,8,2,12,0,10,7,12,75,295,1,1,1
1890,24,0,0,0,0,2,1,7,7,2,11,15,0,1,1
6382,51,0,0,0,0,12,0,8,8,12,0,21,0,1,1
6873,52,0,0,0,0,23,0,3,1,23,0,474,0,1,0
5921,43,0,0,0,0,3,0,1,1,3,0,126,1,1,0
3892,25,0,0,0,0,0,1,2,3,0,0,195,1,1,0
3137,28,0,0,0,0,9,0,7,7,9,52,72,1,1,1
1429,22,0,0,0,0,0,1,3,5,0,0,15,1,1,0
6454,26,0,1,0,0,10,0,8,8,10,1,153,1,1,1
4087,23,0,0,0,0,2,0,7,7,2,0,299,1,1,1
6809,24,0,0,0,0,1,1,6,5,1,0,25,1,1,1
6149,26,0,0,0,0,5,0,7,5,5,0,342,1,1,1
3231,21,0,0,0,1,0,0,8,7,0,7,304,1,1,1
5111,20,0,1,0,0,1,0,8,6,1,0,27,0,1,1
1023,25,0,0,0,0,5,0,7,7,5,46,86,1,1,1
2340,27,0,0,0,1,8,0,7,4,8,0,20,0,1,1
468,35,0,0,0,1,8,0,7,4,8,9,14,1,1,1
6169,32,0,0,0,0,1,0,6,3,1,21,117,1,1,1
3038,25,0,0,1,1,10,0,10,6,10,4,136,1,1,1
5329,34,0,0,0,0,19,1,7,6,19,0,296,0,1,1
653,27,0,0,0,0,13,1,7,3,13,1,32,1,1,1
4252,22,0,0,0,0,0,1,5,5,0,0,251,1,1,1
6562,45,0,0,0,0,4,0,3,1,4,0,113,1,1,0
5069,44,0,0,0,0,6,0,4,3,6,195,840,1,1,0
1631,23,0,0,0,0,2,0,7,5,2,0,53,1,1,1
5558,28,0,0,0,0,6,0,5,8,6,4,180,1,1,1
6499,21,0,0,0,0,2,1,10,10,2,1,14,1,1,1
4269,61,0,0,0,0,13,0,4,2,13,0,64,0,1,0
3985,25,0,0,0,0,1,1,2,3,1,0,296,1,1,0
3539,21,0,0,0,0,1,1,6,6,1,1,68,0,1,1
6329,31,0,0,0,0,6,0,2,2,6,1,384,1,1,0
5666,31,0,0,0,0,9,1,8,6,9,1,108,1,1,1
899,27,0,0,0,0,5,0,3,2,5,0,242,1,1,0
6560,29,0,0,0,0,9,1,7,4,9,5,96,1,1,1
2828,23,0,0,0,0,1,0,3,4,1,0,181,1,1,0
2139,25,0,0,0,0,4,0,10,9,4,0,426,0,1,1
7013,29,0,0,0,0,10,0,9,4,10,28,88,1,1,1
7165,23,0,0,0,0,0,0,6,5,0,1,161,1,1,1
3188,29,0,0,0,0,2,0,4,3,2,0,368,1,1,0
2252,21,0,0,0,0,0,0,6,9,0,3,125,1,1,1
5644,24,0,0,0,0,0,0,7,7,0,1,13,1,1,1
5686,35,0,0,0,0,16,0,8,6,16,613,1075,1,1,1
6586,21,0,0,0,0,0,0,6,9,0,0,557,1,1,1
5613,55,0,0,0,0,8,0,1,1,8,1,163,0,1,0
3402,45,0,0,0,0,0,1,3,1,0,0,288,1,1,0
6056,27,0,1,0,0,1,0,5,4,1,1,335,1,1,1
2705,19,0,0,0,0,0,1,8,8,0,0,326,1,1,1
6763,44,0,0,0,0,0,0,1,1,0,0,293,0,1,0
3680,25,0,0,0,2,11,0,9,8,11,0,126,1,1,1
6372,32,0,0,1,2,11,0,5,4,11,0,679,1,1,1
744,21,0,0,0,0,0,0,10,9,0,0,233,0,1,1
73,29,0,0,0,0,5,0,6,3,5,1,253,1,1,1
819,33,0,0,0,0,5,0,8,6,5,6,56,1,1,1
3098,64,0,0,0,0,1,0,1,1,1,0,42,1,1,0
4032,20,0,0,0,2,0,0,5,7,0,0,174,1,1,1
6376,20,0,0,0,0,2,0,6,7,2,58,130,1,1,1
5896,29,0,0,4,1,15,1,9,7,15,0,227,1,1,1
4542,56,0,0,0,0,1,0,2,1,1,0,167,1,1,0
860,24,0,0,0,0,1,0,3,5,1,0,473,1,1,0
3878,32,0,0,0,0,1,1,4,2,1,3,139,1,1,0
5995,35,0,0,0,0,22,1,10,7,22,2,82,1,1,1
1934,26,0,0,0,0,8,0,8,5,8,0,130,1,1,1
6946,28,0,0,0,0,20,0,8,3,20,0,125,0,1,1
2817,22,0,0,1,1,3,1,10,10,3,0,261,1,1,1
1444,26,0,0,0,0,3,0,5,3,3,0,107,1,1,1
5735,30,0,6,0,0,8,1,9,8,8,0,132,1,1,1
192,37,0,0,0,0,2,1,9,8,2,0,104,1,1,1
4559,31,0,0,0,1,10,0,6,2,10,181,457,1,1,1
6034,25,0,0,0,0,2,0,4,3,2,0,55,1,1,0
2445,23,0,0,0,2,4,0,8,5,4,0,58,1,1,1
6481,29,0,0,0,0,7,0,4,5,7,0,108,1,1,0
3367,37,0,1,8,5,23,0,8,6,23,1,74,0,1,1
6781,23,0,0,0,0,1,1,10,10,1,0,231,0,1,1
3343,22,0,0,4,0,7,0,8,9,7,0,195,1,1,1
4080,22,0,0,0,0,0,1,4,5,0,0,308,1,1,0
5962,24,0,0,0,0,6,0,6,6,6,0,121,1,1,1
4171,26,0,0,0,0,4,1,6,3,4,45,219,1,1,1
1125,25,0,0,1,0,11,1,9,8,11,6,142,1,1,1
2706,20,0,0,0,0,0,0,4,7,0,0,140,1,1,0
3575,24,0,0,0,0,1,0,3,4,1,1,2,1,1,0
5187,20,0,1,2,0,5,0,9,9,5,1,99,1,1,1
5951,54,0,0,0,0,22,0,7,3,22,0,21,1,1,1
5289,28,0,0,0,0,4,0,2,2,4,0,311,1,1,0
5685,36,0,0,0,0,7,0,6,3,7,0,724,1,1,1
5251,31,0,1,1,1,13,1,9,8,13,1,439,1,1,1
2393,28,0,0,0,0,1,0,4,2,1,0,63,1,1,0
6434,35,0,0,0,0,4,1,8,7,4,0,96,1,1,1
3988,28,0,0,0,0,1,0,3,3,1,0,653,0,1,0
7115,29,0,0,0,0,2,1,2,2,2,0,556,1,1,0
963,52,0,0,0,0,6,0,1,1,6,2,682,1,1,0
2544,45,0,0,0,0,0,0,6,3,0,0,17,1,1,1
2360,28,0,0,0,0,10,0,7,4,10,0,15,0,1,1
4977,31,0,0,0,0,1,0,10,6,1,0,190,1,1,1
6395,41,0,0,0,0,6,0,6,2,6,38,153,1,1,1
3474,26,0,0,0,0,1,0,3,3,1,0,379,1,1,0
4551,21,0,0,0,0,2,0,9,9,2,17,264,1,1,1
3264,42,0,0,0,0,9,0,6,4,9,0,157,1,1,1
6517,24,0,0,5,1,15,1,10,9,15,1,132,1,1,1
2507,21,0,0,3,1,4,0,8,8,4,0,489,0,1,1
973,23,0,0,0,0,2,1,7,6,2,5,530,1,1,1
400,22,0,0,0,1,0,0,9,7,0,21,363,0,1,1
4013,37,0,0,0,0,11,0,8,6,11,0,48,0,1,1
1620,31,0,0,0,0,8,0,7,4,8,0,158,1,1,1
1724,34,0,0,0,0,27,0,9,7,27,117,163,1,1,1
5964,20,0,0,0,0,1,1,4,7,1,0,653,1,1,0
4150,40,0,0,0,0,5,0,9,10,5,305,774,1,1,1
3719,38,0,0,1,0,16,1,9,10,16,241,744,1,1,1
1927,23,0,0,0,0,0,0,3,4,0,0,146,1,1,0
4228,39,0,0,1,0,13,0,10,6,13,0,360,1,1,1
4770,22,0,0,0,0,5,0,9,6,5,0,140,1,1,1
5253,52,0,0,0,0,7,0,3,1,7,0,84,0,1,0
5345,32,0,0,6,5,17,0,8,7,17,112,510,0,1,1
6572,22,0,0,0,0,0,0,4,6,0,0,252,1,1,0
4623,27,0,0,0,0,6,0,4,4,6,0,25,1,1,0
3756,43,0,0,0,0,0,0,1,1,0,0,379,1,1,0
5648,27,0,0,0,0,7,0,4,3,7,1,223,1,1,0
3404,23,0,0,0,3,2,0,4,4,2,0,401,1,1,0
4932,21,0,0,0,0,1,0,6,8,1,0,418,1,1,1
2135,21,0,0,1,0,1,0,10,9,1,59,59,1,1,1
5100,23,0,0,0,0,2,0,10,7,2,0,373,0,1,1
3209,23,0,0,1,0,7,1,8,7,7,0,224,1,1,1
6986,22,0,0,0,0,3,0,5,5,3,0,29,1,1,1
3551,23,0,0,0,0,3,0,5,5,3,3,136,1,1,1
2147,43,0,0,0,0,18,0,4,3,18,8,191,1,1,0
6655,28,0,0,0,0,3,0,2,3,3,7,51,1,1,0
7045,24,0,0,0,0,11,0,6,4,11,0,224,0,1,1
4189,24,0,0,0,0,1,1,6,6,1,1,431,1,1,1
6742,27,0,0,0,0,6,0,5,3,6,0,106,1,1,1
1124,35,0,0,0,0,5,0,6,7,5,1,141,1,1,1
4239,34,0,0,0,0,7,0,5,2,7,0,480,1,1,1
3405,20,0,1,0,0,1,0,7,7,1,0,35,0,1,1
2621,42,0,0,0,0,0,0,5,2,0,7,21,1,1,1
1733,45,0,0,0,0,15,0,9,7,15,330,511,1,1,1
842,24,0,0,0,0,0,0,5,6,0,0,142,0,1,1
5695,33,0,0,0,0,12,0,9,9,12,2,200,1,1,1
5110,35,0,0,0,2,3,0,2,2,3,0,726,1,1,0
4294,56,0,0,0,0,12,0,5,4,12,1,4,1,1,1
6542,20,0,0,0,1,0,1,10,9,0,0,21,0,1,1
1688,24,0,0,1,0,4,0,8,5,4,0,43,1,1,1
4565,28,0,0,0,0,13,0,9,6,13,31,263,1,1,1
2117,29,0,0,0,0,12,1,10,7,12,5,38,0,1,1
3304,21,0,0,0,0,1,0,4,5,1,0,523,1,1,0
5140,23,0,0,0,0,2,0,8,8,2,0,95,0,1,1
4179,33,0,0,0,0,13,0,6,4,13,0,564,0,1,1
6778,29,0,1,0,0,3,1,8,8,3,59,62,1,1,1
2219,52,0,0,0,0,1,1,1,1,1,0,1,1,1,0
5036,26,0,0,0,0,4,0,7,6,4,1,35,0,1,1
1878,25,0,0,0,0,1,0,3,3,1,0,430,1,1,0
2031,31,0,0,0,0,13,0,10,9,13,0,99,0,1,1
6401,22,0,0,0,1,3,0,6,7,3,15,351,1,1,1
3651,29,0,0,0,0,9,0,7,5,9,14,465,1,1,1
3285,27,0,0,0,0,6,0,4,2,6,38,127,1,1,0
1072,22,0,0,0,0,1,0,6,6,1,0,105,0,1,1
702,27,0,0,1,0,10,1,8,7,10,0,7,1,1,1
4749,24,0,0,0,0,2,0,5,4,2,3,460,1,1,1
2853,35,0,0,0,0,3,1,6,3,3,1,192,1,1,1
